x,per_episode
9.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,-1.000000000000000000e+00
1.100000000000000000e+01,-1.000000000000000000e+00
1.200000000000000000e+01,-1.000000000000000000e+00
1.300000000000000000e+01,-1.000000000000000000e+00
1.400000000000000000e+01,-1.000000000000000000e+00
1.500000000000000000e+01,-1.000000000000000000e+00
1.600000000000000000e+01,-1.000000000000000000e+00
1.700000000000000000e+01,-1.000000000000000000e+00
1.800000000000000000e+01,-1.000000000000000000e+00
1.900000000000000000e+01,-1.000000000000000000e+00
2.000000000000000000e+01,-1.000000000000000000e+00
2.100000000000000000e+01,-1.000000000000000000e+00
2.200000000000000000e+01,-1.000000000000000000e+00
2.300000000000000000e+01,-1.000000000000000000e+00
2.400000000000000000e+01,-1.000000000000000000e+00
2.500000000000000000e+01,-1.000000000000000000e+00
2.600000000000000000e+01,-1.000000000000000000e+00
2.700000000000000000e+01,-1.000000000000000000e+00
2.800000000000000000e+01,-1.000000000000000000e+00
2.900000000000000000e+01,-1.000000000000000000e+00
3.000000000000000000e+01,-1.000000000000000000e+00
3.100000000000000000e+01,1.612576757391822602e+00
3.200000000000000000e+01,-1.000000000000000000e+00
3.300000000000000000e+01,-1.000000000000000000e+00
3.400000000000000000e+01,-1.000000000000000000e+00
3.500000000000000000e+01,1.612576757391822602e+00
3.600000000000000000e+01,-1.000000000000000000e+00
3.700000000000000000e+01,1.612576757391822602e+00
3.800000000000000000e+01,-1.000000000000000000e+00
3.900000000000000000e+01,-1.000000000000000000e+00
4.000000000000000000e+01,-1.000000000000000000e+00
4.100000000000000000e+01,-1.000000000000000000e+00
4.200000000000000000e+01,-1.000000000000000000e+00
4.300000000000000000e+01,-1.000000000000000000e+00
4.400000000000000000e+01,-1.000000000000000000e+00
4.500000000000000000e+01,-1.000000000000000000e+00
4.600000000000000000e+01,-1.000000000000000000e+00
4.700000000000000000e+01,1.612576757391822602e+00
4.800000000000000000e+01,1.612576757391822602e+00
4.900000000000000000e+01,-1.000000000000000000e+00
5.000000000000000000e+01,-1.000000000000000000e+00
5.100000000000000000e+01,-1.000000000000000000e+00
5.200000000000000000e+01,-1.000000000000000000e+00
5.300000000000000000e+01,-1.000000000000000000e+00
5.400000000000000000e+01,-1.000000000000000000e+00
5.500000000000000000e+01,-1.000000000000000000e+00
5.600000000000000000e+01,-1.000000000000000000e+00
5.700000000000000000e+01,-1.000000000000000000e+00
5.800000000000000000e+01,-1.000000000000000000e+00
5.900000000000000000e+01,-1.000000000000000000e+00
6.000000000000000000e+01,-1.000000000000000000e+00
6.100000000000000000e+01,-1.000000000000000000e+00
6.200000000000000000e+01,-1.000000000000000000e+00
6.300000000000000000e+01,-1.000000000000000000e+00
6.400000000000000000e+01,-1.000000000000000000e+00
6.500000000000000000e+01,-1.000000000000000000e+00
6.600000000000000000e+01,-1.000000000000000000e+00
6.700000000000000000e+01,-1.000000000000000000e+00
6.800000000000000000e+01,-1.000000000000000000e+00
6.900000000000000000e+01,-1.000000000000000000e+00
7.000000000000000000e+01,1.612576757391822602e+00
7.100000000000000000e+01,-1.000000000000000000e+00
7.200000000000000000e+01,-1.000000000000000000e+00
7.300000000000000000e+01,-1.000000000000000000e+00
7.400000000000000000e+01,-1.000000000000000000e+00
7.500000000000000000e+01,-1.000000000000000000e+00
7.600000000000000000e+01,-1.000000000000000000e+00
7.700000000000000000e+01,-1.000000000000000000e+00
7.800000000000000000e+01,-1.000000000000000000e+00
7.900000000000000000e+01,-1.000000000000000000e+00
8.000000000000000000e+01,-1.000000000000000000e+00
8.100000000000000000e+01,-1.000000000000000000e+00
8.200000000000000000e+01,-1.000000000000000000e+00
8.300000000000000000e+01,1.612576757391822602e+00
8.400000000000000000e+01,-1.000000000000000000e+00
8.500000000000000000e+01,-1.000000000000000000e+00
8.600000000000000000e+01,-1.000000000000000000e+00
8.700000000000000000e+01,-1.000000000000000000e+00
8.800000000000000000e+01,1.612576757391822602e+00
8.900000000000000000e+01,-1.000000000000000000e+00
9.000000000000000000e+01,-1.000000000000000000e+00
9.100000000000000000e+01,-1.000000000000000000e+00
9.200000000000000000e+01,-1.000000000000000000e+00
9.300000000000000000e+01,-1.000000000000000000e+00
9.400000000000000000e+01,-1.000000000000000000e+00
9.500000000000000000e+01,-1.000000000000000000e+00
9.600000000000000000e+01,-1.000000000000000000e+00
9.700000000000000000e+01,-1.000000000000000000e+00
9.800000000000000000e+01,-1.000000000000000000e+00
9.900000000000000000e+01,-1.000000000000000000e+00
x,per_episode
0.000000000000000000e+00,-6.473085978489866443e-01
1.000000000000000000e+00,-5.876514000308961094e-01
2.000000000000000000e+00,-6.068880768648904356e-01
3.000000000000000000e+00,-1.903966666692664589e+01
4.000000000000000000e+00,-6.067181762849603865e-01
5.000000000000000000e+00,-5.583352946069574330e+01
6.000000000000000000e+00,-5.870678875918456940e-01
7.000000000000000000e+00,-6.292518725068243501e-01
8.000000000000000000e+00,-6.695740784914424593e-01
9.000000000000000000e+00,-1.903474590919595855e+01
1.000000000000000000e+01,-6.326204774709756062e-01
1.100000000000000000e+01,-1.903222201266474300e+01
1.200000000000000000e+01,-6.056168299591052628e-01
1.300000000000000000e+01,-6.504160068109134940e-01
1.400000000000000000e+01,-6.169293257707579858e-01
1.500000000000000000e+01,-6.835617741338899656e-01
1.600000000000000000e+01,-1.897645125370598151e+01
1.700000000000000000e+01,-1.903870504618884851e+01
1.800000000000000000e+01,-6.258762479571482462e-01
1.900000000000000000e+01,-6.564068233182718259e-01
2.000000000000000000e+01,-6.537916313731012563e-01
2.100000000000000000e+01,-6.747131669678305688e-01
2.200000000000000000e+01,-6.098441825314105946e-01
2.300000000000000000e+01,-1.900178975230311806e+01
2.400000000000000000e+01,-6.093333682301309562e-01
2.500000000000000000e+01,-5.979608645453657889e-01
2.600000000000000000e+01,-1.900959702102059623e+01
2.700000000000000000e+01,-6.084216323385598368e-01
2.800000000000000000e+01,-5.846952943560348448e-01
2.900000000000000000e+01,-6.302549038290308214e-01
3.000000000000000000e+01,-6.283018294722054753e-01
3.100000000000000000e+01,-6.128002882062718593e-01
3.200000000000000000e+01,-1.908039681408288146e+01
3.300000000000000000e+01,-1.903508682292564558e+01
3.400000000000000000e+01,-5.643631782160505317e-01
3.500000000000000000e+01,-1.902690033334793540e+01
3.600000000000000000e+01,-1.902267298076729318e+01
3.700000000000000000e+01,-5.824799114480077034e-01
3.800000000000000000e+01,-6.160775977481288690e-01
3.900000000000000000e+01,-1.905786311786102161e+01
4.000000000000000000e+01,-1.908998614400325167e+01
4.100000000000000000e+01,-1.898962552845632956e+01
4.200000000000000000e+01,-1.901272302727121755e+01
4.300000000000000000e+01,-6.087428362138966875e-01
4.400000000000000000e+01,-1.898701033650698733e+01
4.500000000000000000e+01,-5.885817332195023566e-01
4.600000000000000000e+01,-6.419869185280100421e-01
4.700000000000000000e+01,-6.467977835477070059e-01
4.800000000000000000e+01,-6.459460555250777780e-01
4.900000000000000000e+01,-6.456051418037282996e-01
5.000000000000000000e+01,-6.103363995523374275e-01
5.100000000000000000e+01,-1.901839263989906570e+01
5.200000000000000000e+01,-1.903906455720306923e+01
5.300000000000000000e+01,-6.305761077001971193e-01
5.400000000000000000e+01,-6.116989418762462938e-01
5.500000000000000000e+01,-1.904810277479089464e+01
5.600000000000000000e+01,-6.546433593999010370e-01
5.700000000000000000e+01,-3.744438869330788577e+01
5.800000000000000000e+01,-6.616174973751121069e-01
5.900000000000000000e+01,-6.253840309362214134e-01
6.000000000000000000e+01,-6.450343196209950003e-01
6.100000000000000000e+01,-1.907355426955288991e+01
6.200000000000000000e+01,-6.734605173382276488e-01
6.300000000000000000e+01,-1.909000585385344095e+01
6.400000000000000000e+01,-6.338004289502958688e-01
6.500000000000000000e+01,-1.905339316656268522e+01
6.600000000000000000e+01,-6.593432191387792463e-01
6.700000000000000000e+01,-6.180306721049542151e-01
6.800000000000000000e+01,-6.019986066875576691e-01
6.900000000000000000e+01,-1.906555739040529929e+01
7.000000000000000000e+01,-6.464568698221868637e-01
7.100000000000000000e+01,-1.903525672350140852e+01
7.200000000000000000e+01,-3.745492806625870941e+01
7.300000000000000000e+01,-6.769874451916516600e-01
7.400000000000000000e+01,-6.142228384074637226e-01
7.500000000000000000e+01,-6.141628305301807256e-01
7.600000000000000000e+01,-1.904217196615664776e+01
7.700000000000000000e+01,-6.344822564013360422e-01
7.800000000000000000e+01,-6.482203337488988693e-01
7.900000000000000000e+01,-6.633406632747242959e-01
8.000000000000000000e+01,-6.616372072169541818e-01
8.100000000000000000e+01,-3.745712373932907013e+01
8.200000000000000000e+01,-6.569176376237221282e-01
8.300000000000000000e+01,-5.892438508161887967e-01
8.400000000000000000e+01,-1.904655062203269722e+01
8.500000000000000000e+01,-5.893548560928367763e-01
8.600000000000000000e+01,-5.806575522096724118e-01
8.700000000000000000e+01,-1.898833457170452732e+01
8.800000000000000000e+01,-6.564068233182718259e-01
8.900000000000000000e+01,-6.460373509473720244e-01
9.000000000000000000e+01,-6.438416778811868468e-01
9.100000000000000000e+01,-1.905172099805409758e+01
9.200000000000000000e+01,-6.384216835523912614e-01
9.300000000000000000e+01,-6.067181762974720449e-01
9.400000000000000000e+01,-1.902386562251544078e+01
9.500000000000000000e+01,-1.899248331912336596e+01
9.600000000000000000e+01,-6.321096631696958568e-01
9.700000000000000000e+01,-6.351443740063635879e-01
9.800000000000000000e+01,-6.190337034188194698e-01
9.900000000000000000e+01,-1.900260317319937187e+01
